ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,_col.None
AwaCuaiquer,Awa-Cuaiquer,,,,awac1239,,
Kwanga,Kwanga,,,,kwan1278,,
ManumanawKaren,Manumanaw Karen,,,,manu1255,,
Kuvi,Kuvi,,,,kuvi1243,,
Konai,Konai,,,,kona1242,,
ButbutKalinga,Butbut Kalinga,,,,butb1235,,
Kyaka,Kyaka,,,,kyak1244,,
Kouya,Kouya,,,,kouy1238,,
Keyagana,Keyagana,,,,keya1238,,
Kenga,Kenga,,,,keng1240,,
WesternKayah,Western Kayah,,,,west2409,,
Kayabi,Kayabí,,,,kaya1329,,
Kosena,Kosena,,,,kose1239,,
Lacandon,Lacandon,,,,laca1243,,
Latin,Latin,,,,lati1261,,
Label,Label,,,,labe1239,,
LehLadakhi,Leh Ladakhi,,,,lada1244,,
CentralBontoc,Central Bontoc,,,,cent2292,,
Lodhi,Lodhi,,,,lodh1246,,
Tungag-Tungag,Tungag,,,,tung1290,,
WesternLawa,Western Lawa,,,,west2396,,
KaraPapuaNewGuinea,Kara (Papua New Guinea),,,,kara1486,,
Luang,Luang,,,,luan1263,,
Wala,Wala,,,,wala1266,,
LahuShi,Lahu Shi,,,,lahu1252,,
Nyindrou,Nyindrou,,,,nyin1250,,
Limbu,Limbu,,,,limb1266,,
Liko,Liko,,,,lika1243,,
KinshasaLingala,Kinshasa Lingala,,,,ling1263,,
Sekpele,Sekpele,,,,sekp1241,,
Lithuanian,Lithuanian,,,,lith1251,,
Lole,Lole,,,,lole1239,,
Lau,Lau,,,,lauu1247,,
Lumun,Lumun,,,,lumu1239,,
Logo,Logo,,,,logo1259,,
Lobala,Lobala,,,,loba1239,,
Laragia,Laragia,,,,lara1258,,
LaruNorthSudan,Laru (North Sudan),,,,laro1243,,
Aringa,Aringa,,,,arin1244,,
Ganda,Ganda,,,,gand1255,,
LuoKenyaandTanzania,Luo (Kenya and Tanzania),,,,luok1236,,
Luwo,Luwo,,,,luwo1239,,
Lewo,Lewo,,,,lewo1242,,
SanJeronimoTecoatlMazatec,San Jerónimo Tecóatl Mazatec,,,,sanj1286,,
Maithili,Maithili,,,,mait1250,,
JalapaDeDiazMazatec,Jalapa De Díaz Mazatec,,,,jala1237,,
Malayalam,Malayalam,,,,mala1464,,
Mam-Comitancillo,Mam,,,,mamm1241,,
Mam-TodosSantos,Mam,,,,mamm1241,,
ChiquihuitlanMazatec,Chiquihuitlán Mazatec,,,,chiq1250,,
Marathi,Marathi,,,,mara1378,,
HuautlaMazatec,Huautla Mazatec,,,,huau1238,,
SatereMawe,Sateré-Mawé,,,,sate1243,,
CentralMazahua,Central Mazahua,,,,cent2144,,
WesternBukidnonManobo,Western Bukidnon Manobo,,,,west2555,,
Macushi,Macushi,,,,macu1259,,
DibabawonManobo,Dibabawon Manobo,,,,diba1242,,
Mangseng,Mangseng,,,,mang1403,,
IlianenManobo,Ilianen Manobo,,,,ilia1236,,
Nadeb,Nadëb,,,,nade1244,,
Maxakali,Maxakalí,,,,maxa1247,,
SaranganiManobo,Sarangani Manobo,,,,sara1327,,
MatigsalugManobo,Matigsalug Manobo,,,,mati1250,,
Maca,Maca,,,,maca1260,,
Machiguenga,Machiguenga,,,,mach1267,,
Sharanahua,Sharanahua,,,,shar1245,,
Matses,Matsés,,,,mats1244,,
CoatlanMixe,Coatlán Mixe,,,,coat1238,,
Makaa,Makaa,,,,maka1304,,
Ese,Ese,,,,esee1247,,
Menya,Menya,,,,meny1245,,
DongaMambila,Donga Mambila,,,,came1252,,
Mayogo,Mayogo,,,,mayo1261,,
MaleEthiopia,Male (Ethiopia),,,,male1284,,
Melpa,Melpa,,,,melp1238,,
Mengen,Mengen,,,,meng1267,,
Mekeo,Mekeo,,,,meke1243,,
Merey,Merey,,,,mere1246,,
Mato,Mato,,,,mato1252,,
Motu,Motu,,,,motu1246,,
Matal,Matal,,,,mata1306,,
Wandala,Wandala,,,,wand1278,,
Mayo,Mayo,,,,mayo1264,,
Morokodo,Morokodo,,,,moro1284,,
Mango,Mango,,,,mang1398,,
MakhuwaMeetto,Makhuwa-Meetto,,,,makh1261,,
Malila,Malila,,,,mali1279,,
Matumbi,Matumbi,,,,matu1259,,
Mauwake,Mauwake,,,,mauw1238,,
AtatlahucaMixtec,Atatláhuca Mixtec,,,,atat1238,,
Mikmaq,Mi'kmaq,,,,mikm1235,,
OcotepecMixtec,Ocotepec Mixtec,,,,ocot1243,,
MofuGudur,Mofu-Gudur,,,,mofu1248,,
SanMiguelElGrandeMixtec,San Miguel El Grande Mixtec,,,,sanm1295,,
ChayucoMixtec,Chayuco Mixtec,,,,chay1249,,
PenolesMixtec,Peñoles Mixtec,,,,peno1244,,
AlacatlatzalaMixtec,Alacatlatzala Mixtec,,,,alac1244,,
PinotepaNacionalMixtec,Pinotepa Nacional Mixtec,,,,pino1237,,
IsthmusMixe,Isthmus Mixe,,,,isth1238,,
SouthernPueblaMixtec,Southern Puebla Mixtec,,,,sout3001,,
AyutlaMixtec,Ayutla Mixtec,,,,ayut1236,,
CoatzospanMixtec,Coatzospan Mixtec,,,,coat1241,,
SanJuanColoradoMixtec,San Juan Colorado Mixtec,,,,sanj1281,,
Mokilese,Mokilese,,,,moki1238,,
Mokole,Mokole,,,,moko1243,,
KupangMalay,Kupang Malay,,,,kupa1239,,
SilacayoapanMixtec,Silacayoapan Mixtec,,,,sila1250,,
Manambu,Manambu,,,,mana1298,,
Mape,Mape,,,,mape1249,,
Bargam,Bargam,,,,barg1252,,
Mamanwa,Mamanwa,,,,mama1275,,
ManggaBuang,Mangga Buang,,,,mang1404,,
Madak,Madak,,,,mada1285,,
Mbula,Mbula,,,,mbul1263,,
Manipuri,Manipuri,,,,mani1292,,
RennellBellona,Rennell-Bellona,,,,renn1242,,
Mwan,Mwan,,,,mwan1250,,
MopanMaya,Mopán Maya,,,,mopa1243,,
Molima,Molima,,,,moli1248,,
Mukulu,Mukulu,,,,muku1242,,
Mawng,Mawng,,,,maun1240,,
MartuWangka,Martu Wangka,,,,mart1256,,
YosonduaMixtec,Yosondúa Mixtec,,,,yoso1239,,
Migabac,Migabac,,,,miga1241,,
Dadibi,Dadibi,,,,dadi1250,,
Mian,Mian,,,,mian1256,,
MisimaPaneati,Misima-Paneati,,,,misi1243,,
Mbuko,Mbuko,,,,mbuk1243,,
Mamasa,Mamasa,,,,mama1276,,
MariaIndia,Maria (India),,,,mari1414,,
Masbatenyo,Masbatenyo,,,,masb1238,,
SankaranManinka,Sankaran Maninka,,,,sank1253,,
Mansaka,Mansaka,,,,mans1262,,
AgusanManobo,Agusan Manobo,,,,agus1235,,
Aruamu,Aruamu,,,,arua1260,,
CotabatoManobo,Cotabato Manobo,,,,cota1241,,
MaiwaPapuaNewGuinea,Maiwa (Papua New Guinea),,,,maiw1251,,
TotontepecMixe,Totontepec Mixe,,,,toto1305,,
Mundu,Mündü,,,,mund1326,,
Murle,Murle,,,,murl1244,,
BoUng-MaraGomu,Bo-Ung,,,,boun1245,,
Muyang,Muyang,,,,muya1243,,
Manam,Manam,,,,mana1295,,
Minaveha,Minaveha,,,,mina1269,,
Are,Are,,,,aree1239,,
MweraChimwera,Mwera (Chimwera),,,,mwer1248,,
MurrinyPatha,Murriny Patha,,,,murr1258,,
KalaLagawYa,Kala Lagaw Ya,,,,kala1377,,
TezoatlanMixtec,Tezoatlán Mixtec,,,,tezo1238,,
TlahuitoltepecMixe,Tlahuitoltepec Mixe,,,,tlah1239,,
JuquilaMixe,Juquila Mixe,,,,juqu1238,,
JamiltepecMixtec,Jamiltepec Mixtec,,,,jami1235,,
MetlatonocMixtec,Metlatónoc Mixtec,,,,metl1238,,
Burmese,Burmese,,,,nucl1310,,
MamaraSenoufo,Mamara Senoufo,,,,mama1271,,
Munduruku,Mundurukú,,,,mund1330,,
Muyuw,Muyuw,,,,muyu1244,,
Macuna,Macuna,,,,macu1260,,
SantaMariaZacatepecMixtec,Santa María Zacatepec Mixtec,,,,sant1436,,
Maiadomu,Maiadomu,,,,maia1251,,
SouthernNambikuara,Southern Nambikuára,,,,sout2994,,
Nabak,Nabak,,,,naba1256,,
NagaPidgin,Naga Pidgin,,,,naga1394,,
Nakanai,Nakanai,,,,naka1262,,
Nalik,Nalik,,,,nali1244,,
Naasioi-Kongara,Naasioi,,,,naas1242,,
Nawuri,Nawuri,,,,nawu1242,,
Narrinyeri,Narrinyeri,,,,narr1259,,
Nggem,Nggem,,,,ngge1241,,
Iyo,Iyo,,,,iyoo1238,,
Yale,Yale,,,,yale1246,,
CentralHuastecaNahuatl,Central Huasteca Nahuatl,,,,cent2134,,
NorthernPueblaNahuatl,Northern Puebla Nahuatl,,,,nort2957,,
MichoacanNahuatl,Michoacán Nahuatl,,,,mich1245,,
NorthernKatang,Northern Katang,,,,nort3270,,
Chumburung,Chumburung,,,,chum1261,,
ZimbabweanNdebele,Zimbabwean Ndebele,,,,nort2795,,
Ndengereko,Ndengereko,,,,nden1248,,
Ndali,Ndali,,,,ndal1241,,
Ndamba,Ndamba,,,,ndam1239,,
Ndut,Ndut,,,,ndut1239,,
Ndogo,Ndogo,,,,ndog1248,,
KathmanduValleyNewari,Kathmandu Valley Newari,,,,newa1246,,
Dhao,Dhao,,,,dhao1237,,
Ngulu,Ngulu,,,,ngul1246,,
CentralGuerreroNahuatl,Central Guerrero Nahuatl,,,,guer1241,,
EasternHuastecaNahuatl-HuastecaOriental,Eastern Huasteca Nahuatl,,,,east2538,,
TetelcingoNahuatl,Tetelcingo Nahuatl,,,,tete1251,,
ZacatlanAhuacatlanTepetzintlaNahuatl,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,,,,zaca1241,,
Takuu,Takuu,,,,taku1257,,
Naro,Naro,,,,naro1249,,
Noone,Noone,,,,noon1243,,
WesternHuastecaNahuatl,Western Huasteca Nahuatl,,,,west2624,,
IsthmusMecayapanNahuatl,Isthmus-Mecayapan Nahuatl,,,,isth1242,,
NorthernOaxacaNahuatl,Northern Oaxaca Nahuatl,,,,nort2958,,
Nek,Nek,,,,nekk1240,,
Nii-CentralWahgi,Nii,,,,niii1240,,
Ninzo,Ninzo,,,,ninz1246,,
Ngiti,Ngiti,,,,ngit1239,,
Nkonya,Nkonya,,,,nkon1248,,
Dutch,Dutch,,,,dutc1256,,
Gela,Gela,,,,gela1263,,
NahaliBaglani,Nahali-Baglani,,,,naha1261,,
Nimoa-Rifao,Nimoa,,,,nimo1246,,
Nyangumarta,Nyangumarta,,,,nyan1301,,
Ngindo,Ngindo,,,,ngin1244,,
SouthernNuni,Southern Nuni,,,,sout2795,,
WounMeu-alternatespelling,Woun Meu,,,,woun1238,,
WounMeu-standardspelling,Woun Meu,,,,woun1238,,
NorwegianBokmal,Norwegian Bokmål,,,,norw1259,,
NorthernThai,Northern Thai,,,,nort2740,,
Numanggang,Numanggang,,,,numa1254,,
Nomatsiguenga,Nomatsiguenga,,,,noma1263,,
EwageNotu,Ewage-Notu,,,,ewag1241,,
Nepali,Nepali,,,,nepa1254,,
SoutheasternPueblaNahuatl,Southeastern Puebla Nahuatl,,,,sout2973,,
Nehan,Nehan,,,,neha1247,,
Nali,Nali,,,,nali1245,,
SierraNegraNahuatl,Sierra Negra Nahuatl,,,,sier1248,,
Ngaanyatjarra,Ngaanyatjarra,,,,ngaa1240,,
NorthernTepehuan,Northern Tepehuan,,,,nort2959,,
Delo,Delo,,,,delo1240,,
Natugu,Natügu,,,,natu1246,,
Nyole,Nyole,,,,nyol1238,,
Nukumanu,Nukumanu,,,,nuku1258,,
Wubuy,Wubuy,,,,nung1290,,
Namiae,Namiae,,,,nami1258,,
Nyabwa,Nyabwa,,,,nyab1255,,
SouthwestTanna,Southwest Tanna,,,,sout2869,,
SouthNuaulu,South Nuaulu,,,,sout2895,,
Nyanja,Nyanja,,,,nyan1308,,
Giryama,Giryama,,,,giry1241,,
Nyunga,Nyunga,,,,nyun1247,,
Nyungwe,Nyungwe,,,,nyun1248,,
NyakyusaNgonde,Nyakyusa-Ngonde,,,,nyak1260,,
OboManobo,Obo Manobo,,,,obom1235,,
Orokaiva-Etija,Orokaiva,,,,orok1269,,
Orokaiva-Ehija,Orokaiva,,,,orok1269,,
EastAmbae,East Ambae,,,,east2443,,
SouthTairora-Aatasara,South Tairora,,,,sout2943,,
SouthTairora-VeqauraMeauna,South Tairora,,,,sout2943,,
SouthTairora-OmwunraToqura,South Tairora,,,,sout2943,,
Olo,Olo,,,,oloo1241,,
Ono,Ono,,,,onoo1246,,
TohonoOodham,Tohono O'odham,,,,toho1245,,
Oksapmin,Oksapmin,,,,oksa1245,,
Odia,Odia,,,,oriy1255,,
MezquitalOtomi,Mezquital Otomi,,,,mezq1235,,
EasternHighlandOtomi,Eastern Highland Otomi,,,,east2556,,
TenangoOtomi,Tenango Otomi,,,,tena1241,,
QueretaroOtomi,Querétaro Otomi,,,,quer1236,,
EstadodeMexicoOtomi,Estado de México Otomi,,,,esta1236,,
Parecis,Parecís,,,,pare1272,,
Pacoh,Pacoh,,,,paco1243,,
Paumari,Paumari,,,,paum1247,,
TenharimParintintinDiahoi,Tenharim-Parintintin-Diahoi,,,,tenh1241,,
EasternPanjabi,Eastern Panjabi,,,,panj1256,,
NorthernPaiute,Northern Paiute,,,,nort2954,,
Paez,Páez,,,,paez1247,,
NigerianPidgin,Nigerian Pidgin,,,,nige1257,,
PennsylvaniaGerman,Pennsylvania German,,,,penn1240,,
Pengo,Pengo,,,,peng1244,,
WesternFarsi,Western Farsi,,,,west2369,,
Yine,Yine,,,,yine1238,,
Piapoco,Piapoco,,,,piap1246,,
Waikhana,Wa'ikhana,,,,pira1254,,
PintupiLuritja-Luritja,Pintupi-Luritja,,,,pint1250,,
Pitjantjatjara,Pitjantjatjara,,,,pitj1243,,
SanMarcosTlalcoyalcoPopoloca,San Marcos Tlalcoyalco Popoloca,,,,sanm1301,,
Palikur,Palikúr,,,,pali1279,,
BrookesPointPalawano,Brooke's Point Palawano,,,,broo1239,,
Paama,Paama,,,,paam1238,,
PapuanMalay,Papuan Malay,,,,papu1250,,
SanJuanAtzingoPopoloca,San Juan Atzingo Popoloca,,,,sanj1285,,
Poqomchi-Occidental,Poqomchi',,,,poqo1254,,
HighlandPopoluca,Highland Popoluca,,,,high1276,,
Polish,Polish,,,,poli1260,,
Pohnpeian,Pohnpeian,,,,pohn1238,,
Portuguese-Brazillian,Portuguese,,,,port1283,,
Portuguese-Brasil,Portuguese,,,,port1283,,
Pogolo,Pogolo,,,,pogo1243,,
Folopa,Folopa,,,,folo1238,,
SanLuisTemalacayucaPopoloca,San Luís Temalacayuca Popoloca,,,,sanl1248,,
Paranan,Paranan,,,,para1306,,
Paici,Paicî,,,,paic1239,,
AsheninkaPerene,Ashéninka Perené,,,,ashe1272,,
Patep,Patep,,,,pate1247,,
Bambam,Bambam,,,,bamb1270,,
Gapapaiwa,Gapapaiwa,,,,gapa1238,,
HuallagaHuanucoQuechua,Huallaga Huánuco Quechua,,,,hual1241,,
Kiche-Cantel,K'iche',,,,kich1262,,
Kiche-Totonicapan,K'iche',,,,kich1262,,
LambayequeQuechua,Lambayeque Quechua,,,,lamb1276,,
SouthBolivianQuechua,South Bolivian Quechua,,,,sout2991,,
NorthBolivianQuechua,North Bolivian Quechua,,,,nort2976,,
SouthernPastazaQuechua,Southern Pastaza Quechua,,,,sout2990,,
AmboPascoQuechua,Ambo-Pasco Quechua,,,,ambo1252,,
CajamarcaQuechua,Cajamarca Quechua,,,,caja1238,,
EasternApurimacQuechua,Eastern Apurímac Quechua,,,,east2551,,
HuamaliesDosdeMayoHuanucoQuechua,Huamalíes-Dos de Mayo Huánuco Quechua,,,,huam1248,,
MargosYarowilcaLauricochaQuechua,Margos-Yarowilca-Lauricocha Quechua,,,,marg1254,,
NorthJuninQuechua,North Junín Quechua,,,,nort2980,,
NapoLowlandQuechua,Napo Lowland Quechua,,,,napo1242,,
SanMartinQuechua,San Martín Quechua,,,,sanm1289,,
HuayllaWancaQuechua,Huaylla Wanca Quechua,,,,huay1241,,
NorthernPastazaQuichua,Northern Pastaza Quichua,,,,nort2973,,
HuaylasAncashQuechua,Huaylas Ancash Quechua,,,,huay1240,,
PanaoHuanucoQuechua,Panao Huánuco Quechua,,,,pana1306,,
TungurahuaHighlandQuichua,Tungurahua Highland Quichua,,,,sala1272,,
NorthernConchucosAncashQuechua,Northern Conchucos Ancash Quechua,,,,nort2979,,
SouthernConchucosAncashQuechua,Southern Conchucos Ancash Quechua,,,,sout2992,,
Ramoaaina,Ramoaaina,,,,ramo1244,,
CanelaKraho,Canela-Krahô,,,,cane1242,,
KaraTanzania,Kara (Tanzania),,,,kara1481,,
Ringgou,Ringgou,,,,ring1244,,
Rikbaktsa,Rikbaktsa,,,,rikb1245,,
Rembarrnga,Rembarrnga,,,,remb1249,,
CentralRomani,Central Romani,,,,carp1235,,
BalkanRomani-Crimean,Balkan Romani,,,,balk1252,,
VlaxRomani-Arli,Vlax Romani,,,,vlax1238,,
VlaxRomani-Chergash,Vlax Romani,,,,vlax1238,,
VlaxRomani-Gurbet,Vlax Romani,,,,vlax1238,,
VlaxRomani-Lovari,Vlax Romani,,,,vlax1238,,
VlaxRomani-Servi,Vlax Romani,,,,vlax1238,,
VlaxRomani-Vlakh,Vlax Romani,,,,vlax1238,,
Romblomanon,Romblomanon,,,,romb1245,,
Romanian-Cyrillicscript,Romanian,,,,roma1327,,
Romanian-Bayash,Romanian,,,,roma1327,,
Romanian,Romanian,,,,roma1327,,
Romanian-Ludari,Romanian,,,,roma1327,,
Rotokas,Rotokas,,,,roto1249,,
Kriol,Kriol,,,,krio1252,,
DelaOenale,Dela-Oenale,,,,dela1251,,
Waima,Waima,,,,waim1251,,
Gungu,Gungu,,,,gung1250,,
Luguru,Luguru,,,,lugu1238,,
Roviana,Roviana,,,,rovi1238,,
Russian,Russian,,,,russ1263,,
Rawa-Karo,Rawa,,,,rawa1267,,
Rawa-Rawa,Rawa,,,,rawa1267,,
Buglere,Buglere,,,,bugl1243,,
Sanskrit,Sanskrit,,,,sans1269,,
SaafiSaafi,Saafi-Saafi,,,,saaf1238,,
Saliba,Saliba,,,,sali1295,,
Safwa,Safwa,,,,safw1238,,
BotolanSambal,Botolan Sambal,,,,boto1242,,
Subiya,Subiya,,,,subi1246,,
Soli,Soli,,,,soli1239,,
SakachepChorei,Sakachep-Chorei,,,,saka1283,,
Sena,Sena,,,,nucl1396,,
KoyraboroSenniSonghai,Koyraboro Senni Songhai,,,,koyr1242,,
Sentani,Sentani,,,,nucl1632,,
Secoya,Secoya,,,,seco1241,,
MagAnchiAyta,Mag-Anchi Ayta,,,,maga1263,,
Sursurunga,Sursurunga,,,,surs1246,,
Shatt,Shatt,,,,shat1244,,
ShipiboConibo,Shipibo-Conibo,,,,ship1254,,
Paasaal,Paasaal,,,,paas1238,,
TumulungSisaala,Tumulung Sisaala,,,,tumu1242,,
MendePapuaNewGuinea,Mende (Papua New Guinea),,,,mend1268,,
Epena,Epena,,,,epen1239,,
SaltYui,Salt-Yui,,,,salt1242,,
PangutaranSama,Pangutaran Sama,,,,pang1291,,
Selaru,Selaru,,,,sela1259,,
Bolinao,Bolinao,,,,boli1256,,
CentralSama,Central Sama,,,,cent2092,,
Shona,Shona,,,,shon1251,,
Sinaugoro,Sinaugoro,,,,sina1266,,
Noon,Noon,,,,noon1242,,
SionaTetete,Siona-Tetete,,,,sion1247,,
Siane-Lambau,Siane,,,,sian1257,,
Siane-Komongu,Siane,,,,sian1257,,
Selee,Selee,,,,sele1249,,
Sam,Sam,,,,samm1244,,
SaniyoHiyewe,Saniyo-Hiyewe,,,,sani1270,,
Somali,Somali,,,,soma1255,,
Kanasi,Kanasi,,,,kana1288,,
Somrai,Somrai,,,,somr1248,,
Miyobe,Miyobe,,,,miyo1238,,
Spanish-Castellano1909,Spanish,,,,stan1288,,
Spanish-LatinAmericaMexico,Spanish,,,,stan1288,,
Spanish-Espana,Spanish,,,,stan1288,,
Spanish-SouthAmerica,Spanish,,,,stan1288,,
Spanish,Spanish,,,,stan1288,,
Spanish-Castellano,Spanish,,,,stan1288,,
Selepet,Selepet,,,,sele1250,,
Sepen,Sepen,,,,sepe1240,,
SupyireSenoufo,Supyire Senoufo,,,,supy1237,,
Saposa,Saposa,,,,sapo1253,,
Sabaot,Sabaot,,,,saba1262,,
Siriano,Siriano,,,,siri1274,,
Saramaccan,Saramaccan,,,,sara1340,,
SrananTongo,Sranan Tongo,,,,sran1240,,
SerbianStandard,Serbian Standard,,,,serb1264,,
Siriono,Sirionó,,,,siri1273,,
Siroi,Siroi,,,,siro1249,,
Seimat,Seimat,,,,seim1238,,
Samberigi,Samberigi,,,,samb1321,,
NorthernSubanen,Northern Subanen,,,,nort2885,,
SoutheasternTepehuan,Southeastern Tepehuan,,,,sout2976,,
Sulka,Sulka,,,,sulk1246,,
WesternSubanon,Western Subanon,,,,west2557,,
Suena,Suena,,,,suen1241,,
Susu,Susu,,,,susu1250,,
Sunwar,Sunwar,,,,sunw1242,,
Swedish,Swedish,,,,swed1254,,
Swahili-Kimvita,Swahili,,,,swah1253,,
Swahili,Swahili,,,,swah1253,,
Suau,Suau,,,,suau1242,,
Suba,Suba,,,,suba1238,,
CentralSubanen,Central Subanen,,,,cent2089,,
Sylheti,Sylheti,,,,sylh1242,,
WesternTarahumara,Western Tarahumara,,,,lowl1265,,
EasternTamang,Eastern Tamang,,,,east2347,,
Tamil,Tamil,,,,tami1289,,
Tamasheq,Tamasheq,,,,tama1365,,
Tatuyo,Tatuyo,,,,tatu1247,,
Tai,Tai,,,,taii1241,,
Takia,Takia,,,,taki1248,,
Mandara,Mandara,,,,mand1440,,
NorthTairora-Arau,North Tairora,,,,nort2920,,
NorthTairora-NorthTairora,North Tairora,,,,nort2920,,
CalamianTagbanwa,Calamian Tagbanwa,,,,cala1258,,
Tboli,Tboli,,,,tbol1240,,
Tawala,Tawala,,,,tawa1275,,
Ditammari,Ditammari,,,,dita1238,,
Ticuna,Ticuna,,,,ticu1245,,
TorresStraitLockhartRiverCreole,Torres Strait-Lockhart River Creole,,,,torr1261,,
ThadoChin-Chongthu,Thado Chin,,,,thad1238,,
TetunDili,Tetun Dili,,,,tetu1246,,
TandroyMalagasy,Tandroy Malagasy,,,,tand1256,,
TepoKrumen,Tepo Krumen,,,,tepo1239,,
HuehuetlaTepehua,Huehuetla Tepehua,,,,hueh1236,,
Telugu,Telugu,,,,telu1262,,
TerenaKinikinaoChane,Terena-Kinikinao-Chane,,,,tere1279,,
Tetum,Tetum,,,,tetu1245,,
RioGrandeTewa,Rio Grande Tewa,,,,tewa1260,,
Teribe,Teribe,,,,teri1250,,
Tagin,Tagin,,,,tagi1241,,
Tajik,Tajik,,,,taji1245,,
Tagalog,Tagalog,,,,taga1270,,
Sudest-Tagula,Sudest,,,,sude1239,,
Movono,Movono,,,,tang1347,,
Thai,Thai,,,,thai1261,,
Thayore,Thayore,,,,thay1249,,
TahaggartTamahaq,Tahaggart Tamahaq,,,,taha1241,,
Tifal,Tifal,,,,tifa1245,,
Timbe,Timbe,,,,timb1251,,
Tiwi,Tiwi,,,,tiwi1244,,
Tiruray,Tiruray,,,,tiru1241,,
Takwane,Takwane,,,,takw1238,,
Tsakhur,Tsakhur,,,,tsak1249,,
UpperNecaxaTotonac,Upper Necaxa Totonac,,,,uppe1275,,
Telefol,Telefol,,,,tele1256,,
TalingaBwisi,Talinga-Bwisi,,,,tali1258,,
Haruai,Haruai,,,,haru1245,,
Tacana,Tacana,,,,taca1256,,
TanimucaRetuara,Tanimuca-Retuarã,,,,tani1257,,
Kwamera,Kwamera,,,,kwam1252,,
NorthTanna,North Tanna,,,,nort2847,,
Whitesands,Whitesands,,,,whit1269,,
CoyutlaTotonac,Coyutla Totonac,,,,coyu1235,,
Toma,Toma,,,,toma1245,,
Gizrra,Gizrra,,,,gizr1240,,
Tojolabal,Tojolabal,,,,tojo1241,,
TongaTongaIslands,Tonga (Tonga Islands),,,,tong1325,,
XicotepecDeJuarezTotonac,Xicotepec De Juárez Totonac,,,,xico1235,,
PapantlaTotonac,Papantla Totonac,,,,papa1238,,
HighlandTotonac,Highland Totonac,,,,high1243,,
Taupota-Taupota,Taupota,,,,taup1242,,
TokPisin,Tok Pisin,,,,tokp1240,,
PisafloresTepehua,Pisaflores Tepehua,,,,pisa1237,,
TlachichilcoTepehua,Tlachichilco Tepehua,,,,tlac1235,,
Tampuan,Tampuan,,,,tamp1251,,
AcatepecMephaa,Acatepec Me'phaa,,,,acat1239,,
Tinputz-Vasui,Tinputz,,,,tinp1237,,
CopalaTriqui,Copala Triqui,,,,copa1237,,
SanMartinItunyosoTriqui,San Martín Itunyoso Triqui,,,,sanm1298,,
Tausug,Tausug,,,,taus1251,,
Tswana,Tswana,,,,tswa1253,,
SalkaTsishingini,Salka-Tsishingini,,,,tsis1238,,
Tektiteko,Tektiteko,,,,tekt1235,,
Bwanabwana-Tubetube,Bwanabwana,,,,bwan1241,,
TawallammatTamajaq,Tawallammat Tamajaq,,,,tawa1286,,
Mutu-Oov,Mutu,,,,mutu1242,,
Mutu-Tuam,Mutu,,,,mutu1242,,
Tuyuca,Tuyuca,,,,tuyu1244,,
CentralTunebo,Central Tunebo,,,,cent2150,,
Tucano,Tucano,,,,tuca1252,,
Turkish,Turkish,,,,nucl1301,,
SoutheastAmbrym-Central,Southeast Ambrym,,,,sout2859,,
TutsaNaga,Tutsa Naga,,,,tuts1235,,
Twi-Akuapem,Twi,,,,twii1234,,
Twi-Asante,Twi,,,,twii1234,,
Tii,Tii,,,,tiii1241,,
Kayapo,Kayapó,,,,kaya1330,,
Tzutujil-Eastern,Tz'utujil,,,,tzut1248,,
Tzutujil-Western,Tz'utujil,,,,tzut1248,,
Tzotzil-Huixtan,Tzotzil,,,,tzot1259,,
Tzotzil-SanAndres,Tzotzil,,,,tzot1259,,
Tzotzil-Zinacantan,Tzotzil,,,,tzot1259,,
Tzotzil-Chamula,Tzotzil,,,,tzot1259,,
Tzotzil-Chenalho,Tzotzil,,,,tzot1259,,
Ubir,Ubir,,,,ubir1237,,
UmbuUngu-Andelale,Umbu-Ungu,,,,umbu1258,,
UmbuUngu-Kala,Umbu-Ungu,,,,umbu1258,,
UmbuUngu-NoPenge,Umbu-Ungu,,,,umbu1258,,
Udi,Udi,,,,udii1243,,
Uduk,Uduk,,,,uduk1239,,
Uighur,Uighur,,,,uigh1240,,
Ukrainian,Ukrainian,,,,ukra1253,,
Ulithian,Ulithian,,,,ulit1238,,
Meriam,Meriam,,,,meri1244,,
Munda,Munda,,,,mund1321,,
UripivWalaRanoAtchin-Uripiv,Uripiv-Wala-Rano-Atchin,,,,urip1239,,
Urarina,Urarina,,,,urar1246,,
UrubuKaapor,Urubú-Kaapor,,,,urub1250,,
Urdu,Urdu,,,,urdu1245,,
Urim-Kalpm,Urim,,,,urim1252,,
UraPapuaNewGuinea,Ura (Papua New Guinea),,,,urap1240,,
Urat-Yehre,Urat,,,,urat1244,,
Sop,Sop,,,,sopp1247,,
Orya,Orya,,,,orya1242,,
Usarufa,Usarufa,,,,usar1243,,
Uspanteco,Uspanteco,,,,uspa1245,,
Uri,Uri,,,,urii1240,,
Lote,Lote,,,,lote1237,,
Huarijio,Huarijio,,,,huar1255,,
Vidunda,Vidunda,,,,vidu1238,,
Vietnamese,Vietnamese,,,,viet1252,,
Iduna,Iduna,,,,idun1242,,
AyautlaMazatec,Ayautla Mazatec,,,,ayau1235,,
Waffa,Waffa,,,,waff1241,,
Wolaytta,Wolaytta,,,,wola1242,,
Wapishana,Wapishana,,,,wapi1253,,
Kaninuwa,Kaninuwa,,,,kani1281,,
Vwanji,Vwanji,,,,vwan1235,,
